post_slug,post_title,post_type,permalink,equation_count,display_equation_count,inline_equation_count,top_domains,top_tools,recommended_feature_stack,example_equations
raspberry-pi-urban-air-quality-monitor,Urban Air Quality and Heat Island Monitor (SDG 11 / SDG 13),post,https://sustainablecatalyst.com/raspberry-pi-urban-air-quality-monitor/,7,4,3,Environmental Monitoring | Health and Clinical Research,environmental-monitoring-qaqc-tool | environmental-science-calculator | decision-analysis-tool | global-impact-assessment-matrix | mechanical-systems-engineering-tool | structural-engineering-tool | electronics-engineering-calculator | rf-and-antenna-calculator,predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis,\Delta T_{\mathrm{urban}} = T_{\mathrm{local}} - T_{\mathrm{reference}} ; \bar{x}_t=\frac{1}{n}\sum_{i=t-n+1}^{t}x_i ; z_t=\frac{x_t-\mu}{\sigma} ; E = \sum_{t=1}^{T} C_t \Delta t
service-design-in-design-thinking,Service Design in Design Thinking,post,https://sustainablecatalyst.com/service-design-in-design-thinking/,7,4,3,"Mathematical Modeling | Risk, Resilience, and Global Impact | Engineering",decision-analysis-tool | global-impact-assessment-matrix | systems-modeling-tool | systems-thinking-tool | mechanical-systems-engineering-tool | structural-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,R = \prod_{i=1}^{n} p_i ; B = w_tT + w_cC + w_dD + w_eE + w_oO ; Q = w_rR + w_lL + w_tT + w_aA + w_vV + w_sS - w_bB ; E = \sum_{g=1}^{m} a_g(Q_{\max} - Q_g)
sustainable-finance-and-development-investment,Sustainable Finance and Development Investment,post,https://sustainablecatalyst.com/sustainable-finance-and-development-investment/,7,4,3,Engineering | Environmental Monitoring,decision-analysis-tool | global-impact-assessment-matrix | mechanical-systems-engineering-tool | structural-engineering-tool | environmental-monitoring-qaqc-tool | environmental-science-calculator | economics-calculator | economics-forecasting-and-scenario-tool,environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,D = K \cdot A \cdot (1 - R) ; P_f = \alpha N + \beta C + \gamma I + \delta F ; G = T - M ; E_p = P_b \cdot (1 - Z)
transparency-explainability-and-interpretability,"Transparency, Explainability, and Interpretability: Making Algorithmic Systems Understandable",post,https://sustainablecatalyst.com/transparency-explainability-and-interpretability/,7,4,3,"Electrical, RF, and Power Systems | Predictive Analytics | Mathematical Modeling",regression-analyzer | predictive-analytics-forecasting-tool | time-series-diagnostics-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | systems-modeling-tool | systems-thinking-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | engineering-estimator | unit-and-safety-check,"f(x) \approx g(x) = w_0 + \sum_{j=1}^{p} w_j x_j ; \hat{y} = \phi_0 + \sum_{j=1}^{p} \phi_j ; x^\ast = \arg\min_{z} d(x,z) \quad \text{subject to} \quad f(z)=y^\ast ; Q = \frac{F + S + U + A + C}{5}"
algorithms-before-symbols-verbal-procedures-in-medieval-mathematics,Algorithms Before Symbols: Verbal Procedures in Medieval Mathematics and the History of Algorithmic Reasoning,post,https://sustainablecatalyst.com/algorithms-before-symbols-verbal-procedures-in-medieval-mathematics/,6,4,2,Mathematical Modeling | Systems Modeling,systems-modeling-tool | systems-thinking-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation,Instruction_1 \rightarrow Instruction_2 \rightarrow \cdots \rightarrow Result ; Problem\ Form \rightarrow Procedure\ Choice ; Input \rightarrow Intermediate\ States \rightarrow Output \rightarrow Check ; Procedure + Language + Example + Medium + Teacher \rightarrow Transmitted\ Method
algorithms-in-health-care-and-public-health,"Algorithms in Health Care and Public Health: Diagnosis, Triage, Surveillance, and Care Governance",post,https://sustainablecatalyst.com/algorithms-in-health-care-and-public-health/,6,4,2,Health and Clinical Research,clinical-research-calculator | health-and-medical-public-health-analytics-tool | systems-modeling-tool | limits-to-growth-system-dynamics-tool | decision-analysis-tool | global-impact-assessment-matrix | economics-calculator | economics-forecasting-and-scenario-tool,predictive-modeling | statistical-diagnostics,P(Y = 1 \mid X = x) ; Sensitivity = \frac{TP}{TP + FN} \qquad Specificity = \frac{TN}{TN + FP} ; Action(x) = 1 \quad \text{if} \quad r(x) \geq \tau ; N(t) = S(t) + I(t) + R(t)
communicating-model-uncertainty,"Communicating Model Uncertainty: How to Explain Risk, Confidence, and Limits",post,https://sustainablecatalyst.com/communicating-model-uncertainty/,6,4,2,"Risk, Resilience, and Global Impact",decision-analysis-tool | global-impact-assessment-matrix | systems-modeling-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation,"Y = f(D,\theta,A,m,s) ; \text{Claim} = h(Y, U, C, L) ; P(Y\lt T \mid D,\theta,A,m,s) ; C(\omega)\approx C_0 \quad \text{for } \omega \in \Omega"
overfitting-underfitting-and-model-generalization,"Overfitting, Underfitting, and Model Generalization: Why Models Fail on New Data",post,https://sustainablecatalyst.com/overfitting-underfitting-and-model-generalization/,6,4,2,"Electrical, RF, and Power Systems",electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | regression-analyzer | predictive-analytics-forecasting-tool | time-series-diagnostics-tool | systems-modeling-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,"E_{\text{gen}}(M)=\mathbb{E}_{(x,y)\sim P_{\text{use}}}\left[L(y,M(x))\right] ; E_{\text{train}}(M)\ll E_{\text{val}}(M) ; E_{\text{train}}(M)\ \text{high},\qquad E_{\text{val}}(M)\ \text{high} ; \hat{M}=\arg\min_{M\in\mathcal{M}}\left[E_{\text{train}}(M)+\lambda C(M)\right]"
problem-framing-and-problem-definition,Problem Framing and Problem Definition,post,https://sustainablecatalyst.com/problem-framing-and-problem-definition/,6,4,2,Mathematical Modeling | Engineering,systems-modeling-tool | systems-thinking-tool | mechanical-systems-engineering-tool | structural-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,"F: R \rightarrow P ; \Omega_F \subset \Omega ; F' = g(F, I) ; Q_p = \alpha B + \beta C + \gamma S + \delta A + \epsilon X"
raspberry-pi-climate-early-warning-system,Raspberry Pi Climate Early Warning System (SDG 13 – Climate Action),post,https://sustainablecatalyst.com/raspberry-pi-climate-early-warning-system/,6,4,2,Environmental Monitoring | Health and Clinical Research,systems-modeling-tool | limits-to-growth-system-dynamics-tool | environmental-monitoring-qaqc-tool | environmental-science-calculator | decision-analysis-tool | global-impact-assessment-matrix | mechanical-systems-engineering-tool | structural-engineering-tool,predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis,"\Delta x_t=x_t-x_{t-1} ; r_t=\frac{x_t-x_{t-k}}{\Delta t} ; \bar{x}_t=\frac{1}{n}\sum_{i=t-n+1}^{t}x_i ; A = \max(A_{\mathrm{flood}}, A_{\mathrm{storm}}, A_{\mathrm{heat}}, A_{\mathrm{drought}})"
raspberry-pi-solar-microgrid-monitoring,Raspberry Pi Solar Microgrid Monitoring System (SDG 7: Affordable and Clean Energy),post,https://sustainablecatalyst.com/raspberry-pi-solar-microgrid-monitoring/,6,4,2,Environmental Monitoring,energy-systems-calculator | climate-change-scenario-tool | environmental-monitoring-qaqc-tool | environmental-science-calculator | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | regression-analyzer,environmental-monitoring | climate-scenario-analysis,P = VI ; E \approx \sum_{t=1}^{T} P_t \Delta t ; \eta = \frac{E_{\mathrm{useful}}}{E_{\mathrm{available}}} ; \bar{P}_t=\frac{1}{n}\sum_{i=t-n+1}^{t}P_i
responsible-automation-and-decision-delegation,"Responsible Automation and Decision Delegation: When Algorithms Should Assist, Decide, or Stop",post,https://sustainablecatalyst.com/responsible-automation-and-decision-delegation/,6,4,2,"Risk, Resilience, and Global Impact | Systems Modeling",decision-analysis-tool | global-impact-assessment-matrix | systems-modeling-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation,D = \frac{E + V + R + C + G + H}{6} ; \rho = S(1-D) ; R = \frac{D_e + C_o + M + P}{4} ; A = \frac{\text{automated final actions}}{\text{total decisions}}
structural-uncertainty-and-model-form-error,Structural Uncertainty and Model Form Error,post,https://sustainablecatalyst.com/structural-uncertainty-and-model-form-error/,6,4,2,Engineering,mechanical-systems-engineering-tool | structural-engineering-tool | regression-analyzer | predictive-analytics-forecasting-tool | time-series-diagnostics-tool,engineering-estimator | unit-and-safety-check,"y = f_m(x,\theta) ; \mathcal{M}=\{m_1,m_2,\ldots,m_k\} ; U_{\text{struct}}(x)=\text{Spread}\left(f_{m_1}(x,\theta_1),f_{m_2}(x,\theta_2),\ldots,f_{m_k}(x,\theta_k)\right) ; d^*=\arg\max_d \min_{m\in\mathcal{M}} U(d,m)"
al-khwarizmi-algorism-and-the-procedural-imagination,"Al-Khwārizmī, Algorism, and the Procedural Imagination: From Written Calculation to Algorithmic Reasoning",post,https://sustainablecatalyst.com/al-khwarizmi-algorism-and-the-procedural-imagination/,5,4,1,"Electrical, RF, and Power Systems | Mathematical Modeling",systems-modeling-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | systems-thinking-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,Number\ Representation + Arithmetic\ Rule \rightarrow Result ; A = B \quad \Rightarrow \quad A + C = B + C ; N = \sum_{i=0}^{k} d_i 10^i ; Legacy = \frac{Procedure + Representation + Transmission + Application + Resonance}{5}
algorithms-in-education-and-learning-systems-2,"Algorithms in Education and Learning Systems: Learning Analytics, Assessment, and Educational Governance",post,https://sustainablecatalyst.com/algorithms-in-education-and-learning-systems-2/,5,4,1,"Risk, Resilience, and Global Impact | Electrical, RF, and Power Systems",systems-modeling-tool | limits-to-growth-system-dynamics-tool | decision-analysis-tool | global-impact-assessment-matrix | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,P(Mastery \mid Evidence) ; Alert(s) = 1 \quad \text{if} \quad r(s) \geq \tau ; Score_i = w_1 Relevance_i + w_2 Readiness_i + w_3 Interest_i + w_4 Support_i ; Gain = Posttest - Pretest
algorithms-in-labor-management-and-organizational-systems,"Algorithms in Labor, Management, and Organizational Systems: Algorithmic Management, Worker Data, and Organizational Governance",post,https://sustainablecatalyst.com/algorithms-in-labor-management-and-organizational-systems/,5,4,1,"Electrical, RF, and Power Systems",electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | mechanical-systems-engineering-tool | structural-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,"Score_i = f(X_i) ; \min \sum_{i,t} c_{i,t} x_{i,t} \quad \text{subject to} \quad \sum_i x_{i,t} \geq Demand_t ; Performance_i = w_1 Quantity_i + w_2 Quality_i + w_3 Reliability_i - w_4 ContextPenalty_i ; Risk = \frac{Impact + (1 - Fairness) + (1 - Privacy) + (1 - Contestability)}{4}"
automation-bias-and-human-overreliance,Automation Bias and Human Overreliance: Why Human Oversight Can Fail,post,https://sustainablecatalyst.com/automation-bias-and-human-overreliance/,5,4,1,"Risk, Resilience, and Global Impact | Mathematical Modeling",decision-analysis-tool | global-impact-assessment-matrix | systems-modeling-tool | systems-thinking-tool,equation-explainer | systems-modeling-tool | scenario-simulation,R = P(A_{\mathrm{human}} = A_{\mathrm{model}}) ; O = R - Q ; C = |R - Q_c| ; B = \alpha R + \beta U + \gamma F - \delta T
behavioral-regulation-institutional-design,Behavioral Regulation and Institutional Design,post,https://sustainablecatalyst.com/behavioral-regulation-institutional-design/,5,4,1,"Environmental Monitoring | Electrical, RF, and Power Systems | Economics",economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | mechanical-systems-engineering-tool | structural-engineering-tool | environmental-monitoring-qaqc-tool | environmental-science-calculator | electronics-engineering-calculator,equation-explainer | systems-modeling-tool | scenario-simulation | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check | policy-economics-scorecard | tradeoff-analysis,U_C = B + \alpha T + \beta N + \gamma D - C - A - \lambda L ; U_C \geq U_N = G - ps ; \tau = E[Y_i(1) - Y_i(0)] ; W(r) = B_P(r) + B_S(r) - C_C(r) - C_A(r) - C_E(r)
contestability-appeals-and-algorithmic-due-process,"Contestability, Appeals, and Algorithmic Due Process: Making Automated Decisions Reviewable",post,https://sustainablecatalyst.com/contestability-appeals-and-algorithmic-due-process/,5,4,1,"Risk, Resilience, and Global Impact | Mathematical Modeling",decision-analysis-tool | global-impact-assessment-matrix | systems-modeling-tool | systems-thinking-tool,equation-explainer | systems-modeling-tool | scenario-simulation,C = \frac{N + R + E + H + K + M}{6} ; A = w_1 a + w_2 t + w_3 h + w_4 c ; P = S(1-C) ; B = \alpha T + \beta F + \gamma L - \delta A_c
fpga-environmental-monitoring-agriculture,FPGA Environmental Monitoring: Reconfigurable Edge Hardware for Smart Agriculture,post,https://sustainablecatalyst.com/fpga-environmental-monitoring-agriculture/,5,4,1,Environmental Monitoring,electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | environmental-monitoring-qaqc-tool | environmental-science-calculator | mechanical-systems-engineering-tool | structural-engineering-tool | economics-calculator,environmental-monitoring | climate-scenario-analysis,"B = \alpha L + \beta P + \gamma C - \delta R ; G = S_{\text{raw}} - S_{\text{processed}} ; T_{\text{decision}} = T_{\text{capture}} + T_{\text{filter}} + T_{\text{rule}} ; \min_{k \in \{m,f,g\}} B_k \quad \text{subject to} \quad L_k \leq L_{\max},\; P_k \leq P_{\max},\; Q_k \geq Q_{\min}"
hindu-arabic-numerals-and-the-transmission-of-positional-calculation,"Hindu-Arabic Numerals and the Transmission of Positional Calculation: Zero, Place Value, and Algorithmic Arithmetic",post,https://sustainablecatalyst.com/hindu-arabic-numerals-and-the-transmission-of-positional-calculation/,5,4,1,"Electrical, RF, and Power Systems | Mathematical Modeling",electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | systems-modeling-tool | systems-thinking-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,"N = \sum_{i=0}^{k} d_i 10^i ; N = \sum_{i=0}^{k} d_i b^i ; s_i = a_i + c_i,\quad d_i = s_i \bmod b,\quad c_{i+1} = \left\lfloor \frac{s_i}{b} \right\rfloor ; Transmission = \frac{Origin + Adaptation + Pedagogy + Practical\ Use + Reception}{5}"
industrial-policy-and-sustainable-structural-transformation,Industrial Policy and Sustainable Structural Transformation,post,https://sustainablecatalyst.com/industrial-policy-and-sustainable-structural-transformation/,5,4,1,Health and Clinical Research,mechanical-systems-engineering-tool | structural-engineering-tool | clinical-research-calculator | health-and-medical-public-health-analytics-tool | decision-analysis-tool | global-impact-assessment-matrix | economics-calculator | economics-forecasting-and-scenario-tool,predictive-modeling | statistical-diagnostics,S = \alpha P + \beta T + \gamma I + \delta C ; L = \theta R + \lambda (1 - E) ; Q = U - V ; G_i = w_1 D + w_2 K + w_3 Z + w_4 J
innovation-technology-transfer-and-leapfrogging,"Innovation, Technology Transfer, and Leapfrogging",post,https://sustainablecatalyst.com/innovation-technology-transfer-and-leapfrogging/,5,4,1,"Electrical, RF, and Power Systems | Engineering | Risk, Resilience, and Global Impact",decision-analysis-tool | global-impact-assessment-matrix | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | mechanical-systems-engineering-tool | structural-engineering-tool | regression-analyzer,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,D = T \cdot A ; L = \alpha T + \beta A - \gamma R ; R = \frac{P + S + V}{3} ; C_d = w_1 U + w_2 M + w_3 H + w_4 G
raspberry-pi-water-quality-monitoring,Smart Water Quality Monitoring Network with Raspberry Pi (SDG 6 – Clean Water and Sanitation),post,https://sustainablecatalyst.com/raspberry-pi-water-quality-monitoring/,5,4,1,Environmental Monitoring,environmental-monitoring-qaqc-tool | environmental-science-calculator | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | regression-analyzer | predictive-analytics-forecasting-tool | time-series-diagnostics-tool,environmental-monitoring | climate-scenario-analysis,pH = 7 + m(V - V_7) ; Turbidity_{NTU}=f(V_{\mathrm{turbidity}}) ; \bar{x}_t=\frac{1}{n}\sum_{i=t-n+1}^{t}x_i ; \Delta x_t=x_t-x_{t-1}
testing-verification-and-computational-reliability,"Testing, Verification, and Computational Reliability: How We Know Systems Work",post,https://sustainablecatalyst.com/testing-verification-and-computational-reliability/,5,4,1,"Environmental Monitoring | Risk, Resilience, and Global Impact",environmental-monitoring-qaqc-tool | environmental-science-calculator | decision-analysis-tool | global-impact-assessment-matrix,equation-explainer | systems-modeling-tool | scenario-simulation | environmental-monitoring | climate-scenario-analysis,"T = (x, E, P) ; S \subseteq X \times Y ; \forall x \in X,\; (x, f(x)) \in S ; R = P(B \in A \mid C)"
ada-lovelace-programming-and-the-imagination-of-computation,"Ada Lovelace, Programming, and the Imagination of Computation: From Analytical Engine to AI Caution",post,https://sustainablecatalyst.com/ada-lovelace-programming-and-the-imagination-of-computation/,4,4,0,Mathematical Modeling | Systems Modeling,systems-modeling-tool | systems-thinking-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation,LovelaceLegacy = Procedure + SymbolicGenerality + MachineImagination + Limits ; Engine = Store + Mill + Cards + Operations ; Program = Representation + OrderedOperations + MachineExecution ; MachineOutput \subseteq OrderedRepresentation + PriorKnowledge + Execution
al-jabr-wal-muqabalah-algebra-as-rule-governed-problem-solving,Al-Jabr wa’l-Muqābalah: Algebra as Rule-Governed Problem Solving and Algorithmic Transformation,post,https://sustainablecatalyst.com/al-jabr-wal-muqabalah-algebra-as-rule-governed-problem-solving/,4,4,0,Mathematical Modeling | Systems Modeling,systems-modeling-tool | systems-thinking-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation,Problem\ State \xrightarrow{Valid\ Operation} New\ Problem\ State ; A = B \quad \Rightarrow \quad A + C = B + C ; A + C = B + C \quad \Rightarrow \quad A = B ; x^2 + bx = c \quad \Rightarrow \quad \left(x + \frac{b}{2}\right)^2 = c + \left(\frac{b}{2}\right)^2
al-khwarizmi-and-the-historical-roots-of-algorithmic-method,"Al-Khwārizmī and the Historical Roots of Algorithmic Method: Algorism, Algebra, and Computation",post,https://sustainablecatalyst.com/al-khwarizmi-and-the-historical-roots-of-algorithmic-method/,4,4,0,Mathematical Modeling | Systems Modeling,systems-modeling-tool | systems-thinking-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation,Legacy = NameHistory + ArithmeticMethod + AlgebraicProcedure + Transmission ; Problem \rightarrow Case \rightarrow Rule \rightarrow Transformation \rightarrow Solution \rightarrow Verification ; Digits + PlaceValue + Zero + Procedure \rightarrow WrittenCalculation ; Al\text{-}Khwārizmī \neq AllAlgorithms
al-kindi-frequency-analysis-and-the-birth-of-cryptanalysis,"Al-Kindī, Frequency Analysis, and the Birth of Cryptanalysis: Letter Counting, Hidden Messages, and Algorithmic Inference",post,https://sustainablecatalyst.com/al-kindi-frequency-analysis-and-the-birth-of-cryptanalysis/,4,4,0,"Electrical, RF, and Power Systems",electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | systems-modeling-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,count(s) = \sum_{i=1}^{n} \mathbf{1}(x_i=s) ; freq(s) = \frac{count(s)}{n} ; CipherSymbol \rightarrow PlainLetter ; Count \rightarrow Rank \rightarrow Compare \rightarrow Substitute \rightarrow Test \rightarrow Revise
algorithms-in-climate-energy-and-infrastructure,"Algorithms in Climate, Energy, and Infrastructure: Forecasting, Resilience, and Public Systems",post,https://sustainablecatalyst.com/algorithms-in-climate-energy-and-infrastructure/,4,4,0,Environmental Monitoring,regression-analyzer | predictive-analytics-forecasting-tool | time-series-diagnostics-tool | systems-modeling-tool | limits-to-growth-system-dynamics-tool | economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool,environmental-monitoring | climate-scenario-analysis,Risk = Hazard \times Exposure \times Vulnerability ; Supply_t + Storage_t + Imports_t = Demand_t + Exports_t + Losses_t ; Priority_i = w_1 Condition_i + w_2 Criticality_i + w_3 Consequence_i + w_4 Equity_i ; Benefit = E[L_{without}] - E[L_{with}]
algorithms-in-knowledge-architecture,"Algorithms in Knowledge Architecture: Search, Metadata, Linking, and Scalable Knowledge Systems",post,https://sustainablecatalyst.com/algorithms-in-knowledge-architecture/,4,4,0,Mathematical Modeling | Systems Modeling,systems-modeling-tool | systems-thinking-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation,"tfidf(t,d) = tf(t,d) \cdot \log\left(\frac{N}{df(t)}\right) ; sim(x,y) = \frac{x \cdot y}{\|x\|\|y\|} ; R(q,d) = w_1 T(q,d) + w_2 S(q,d) + w_3 A(d) + w_4 F(d) ; L(i,j) = \alpha \, sim(i,j) + \beta \, P(i,j) + \gamma \, G(i,j)"
arduino-beehive-monitoring-system,Building an Arduino Beehive Monitoring System (SDG 15: Life on Land),post,https://sustainablecatalyst.com/arduino-beehive-monitoring-system/,4,4,0,Environmental Monitoring | Health and Clinical Research,environmental-monitoring-qaqc-tool | environmental-science-calculator | mechanical-systems-engineering-tool | structural-engineering-tool | systems-modeling-tool | limits-to-growth-system-dynamics-tool | regression-analyzer | predictive-analytics-forecasting-tool,predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis,\bar{w}=\frac{1}{n}\sum_{i=1}^{n}w_i ; \Delta W_t = W_t-W_{t-1} ; r_W=\frac{W_t-W_{t-\Delta t}}{\Delta t} ; \Delta T = T_{\mathrm{hive}}-T_{\mathrm{ambient}}
astronomical-tables-calendars-and-algorithmic-prediction,"Astronomical Tables, Calendars, and Algorithmic Prediction: Premodern Computation, Timekeeping, and Scientific Forecasting",post,https://sustainablecatalyst.com/astronomical-tables-calendars-and-algorithmic-prediction/,4,4,0,Predictive Analytics | Systems Modeling,regression-analyzer | predictive-analytics-forecasting-tool | time-series-diagnostics-tool | systems-modeling-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics,Value = Table[Argument] ; y = y_0 + \frac{x-x_0}{x_1-x_0}(y_1-y_0) ; Predicted = Mean\ Value + Correction ; Date_{n+1} = Date_n + Cycle\ Length + Adjustment
cloud-computing-and-algorithmic-infrastructure,Cloud Computing and Algorithmic Infrastructure: How Algorithms Run at Scale,post,https://sustainablecatalyst.com/cloud-computing-and-algorithmic-infrastructure/,4,4,0,"Risk, Resilience, and Global Impact | Mathematical Modeling | Economics",systems-modeling-tool | limits-to-growth-system-dynamics-tool | economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | decision-analysis-tool | global-impact-assessment-matrix | systems-thinking-tool,equation-explainer | systems-modeling-tool | scenario-simulation | policy-economics-scorecard | tradeoff-analysis,T_{total} = T_{compute} + T_{storage} + T_{network} + T_{queue} + T_{coordination} ; C_{unit} = \frac{C_{compute} + C_{storage} + C_{network} + C_{managed} + C_{observability}}{N_{completed}} ; A_{redundant} = 1 - \prod_{i=1}^{n}(1 - A_i) ; R = w_sS + w_cC + w_oO + w_gG + w_dD
documentation-model-cards-and-datasheets-for-algorithms,"Documentation, Model Cards, and Datasheets for Algorithms: Making Systems Reviewable",post,https://sustainablecatalyst.com/documentation-model-cards-and-datasheets-for-algorithms/,4,4,0,"Health and Clinical Research | Risk, Resilience, and Global Impact",clinical-research-calculator | health-and-medical-public-health-analytics-tool | decision-analysis-tool | global-impact-assessment-matrix | systems-modeling-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics,"C = \frac{\text{completed required fields}}{\text{total required fields}} ; Q = \frac{A + C + S + T + X + N}{6} ; \rho = S(1-Q) ; F = \max\left(0, 1 - \frac{\text{days since update}}{\text{required review interval}}\right)"
donald-knuth-and-the-art-of-computer-programming,"Donald Knuth and the Art of Computer Programming: Algorithms, Analysis, and Literate Programming",post,https://sustainablecatalyst.com/donald-knuth-and-the-art-of-computer-programming/,4,4,0,Mathematical Modeling,systems-modeling-tool | systems-thinking-tool,equation-explainer | systems-modeling-tool | scenario-simulation,"T(n) = O(f(n)) ; \log_2(n!) = \Omega(n \log n) ; LiterateSource \rightarrow \{ReadableDocument,\ ExecutableSource\} ; Trust = Explanation + Analysis + Tests + History + Correction"
edsger-dijkstra-and-the-discipline-of-structured-programming,"Edsger Dijkstra and the Discipline of Structured Programming: Correctness, Invariants, and Software Reasoning",post,https://sustainablecatalyst.com/edsger-dijkstra-and-the-discipline-of-structured-programming/,4,4,0,Mathematical Modeling | Systems Modeling,systems-modeling-tool | systems-thinking-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation,"\{P\}\ S\ \{Q\} ; wp(S, Q) = P ; I \land B \Rightarrow wp(Body, I) ; v \in Settled \Rightarrow dist[v] = \delta(source, v)"
ethics-of-behavioral-intervention,"Ethics of Behavioral Intervention: Autonomy, Consent, and Behavioral Power",post,https://sustainablecatalyst.com/ethics-of-behavioral-intervention/,4,4,0,"Risk, Resilience, and Global Impact",decision-analysis-tool | global-impact-assessment-matrix | economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool,equation-explainer | systems-modeling-tool | scenario-simulation,ATE_g = E[Y_i(1) - Y_i(0) \mid G_i = g] ; D = \max_g(ATE_g) - \min_g(ATE_g) ; R = w_1H + w_2O + w_3V + w_4P - w_5C ; A = 1 - \frac{|F_{exit} - F_{entry}|}{F_{exit} + F_{entry} + \epsilon}
from-baghdad-to-latin-europe-algorism-algebra-and-reception,"From Baghdad to Latin Europe: Algorism, Algebra, and the Reception of Algorithmic Reasoning",post,https://sustainablecatalyst.com/from-baghdad-to-latin-europe-algorism-algebra-and-reception/,4,4,0,Mathematical Modeling | Systems Modeling,systems-modeling-tool | systems-thinking-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation,"N = \sum_{i=0}^{k} d_i 10^i ; Method_{Latin}=T(Method_{Arabic}, Translation, Teaching, Institution, Practice) ; Procedure \rightarrow Example \rightarrow Teaching \rightarrow Practice \rightarrow Trust ; Problem \rightarrow Case \rightarrow Transformation \rightarrow Solution \rightarrow Verification"
geography-coordinates-and-computational-mapping-in-the-islamic-world,"Geography, Coordinates, and Computational Mapping in the Islamic World: Spatial Data, Cartography, and Algorithmic Reasoning",post,https://sustainablecatalyst.com/geography-coordinates-and-computational-mapping-in-the-islamic-world/,4,4,0,Mathematical Modeling | Systems Modeling,systems-modeling-tool | systems-thinking-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation,"Place = (Name, Latitude, Longitude, Region, Feature\ Type) ; Route = [Place_1, Place_2, \ldots, Place_n] ; d \approx R\sqrt{(\Delta \phi)^2 + (\cos \bar{\phi}\Delta \lambda)^2} ; Reports + Coordinates + Categories + Projection + Scale \rightarrow Map"
